transaction_id,timestamp,amount,hour_of_day,day_of_week,merchant_category,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,cardholder_country,merchant_country,label,label_text
TXN-L00312,2024-01-07 12:00:00,124.64,14,3,Retail,6,0,4,60.33,-1.0533,0,0,525,0.4562,US,US,0,legitimate
TXN-L00832,2024-01-18 08:00:00,20.0,16,0,Food & Dining,3,0,8,19.36,-0.3855,0,1,3109,0.4378,AU,US,0,legitimate
TXN-L03079,2024-03-05 03:30:00,42.58,14,2,Food & Dining,3,2,7,46.97,0.2094,0,0,1298,0.061,US,UK,0,legitimate
TXN-L04717,2024-04-08 06:30:00,178.44,8,3,Education,6,1,5,411.03,0.3083,0,0,2691,0.2515,US,CA,0,legitimate
TXN-L03462,2024-03-13 03:00:00,63.86,11,3,Entertainment,4,0,3,187.17,0.0636,1,0,518,0.2107,US,US,0,legitimate
TXN-L01201,2024-01-26 00:30:00,35.54,15,5,Retail,0,1,9,5.69,-0.7571,0,0,847,0.106,UK,CA,0,legitimate
TXN-L04391,2024-04-01 11:30:00,123.96,11,2,Healthcare,3,1,4,74.42,0.2789,0,0,947,0.5883,UK,UK,0,legitimate
TXN-L03547,2024-03-14 21:30:00,236.64,13,5,Food & Dining,0,1,6,16.09,-0.6938,0,0,1779,0.0344,US,CA,0,legitimate
TXN-F00172,2024-01-15 08:00:00,3266.97,0,2,Crypto Exchange,9,5,19,1.6,4.4898,1,1,7,0.9971,UK,RU,1,fraud
TXN-L02134,2024-02-14 11:00:00,38.32,14,6,Healthcare,3,2,7,55.12,0.1036,0,0,2257,0.3108,CA,US,0,legitimate
TXN-L03451,2024-03-12 21:30:00,15.56,9,4,Retail,5,2,5,105.96,1.5107,0,0,3351,0.0212,US,US,0,legitimate
TXN-L02209,2024-02-16 00:30:00,54.56,8,6,Travel,3,0,5,147.27,-0.596,0,0,3191,0.339,AU,US,0,legitimate
TXN-L01901,2024-02-09 14:30:00,39.1,19,0,Travel,0,1,3,25.04,0.0073,0,0,3211,0.342,US,CA,0,legitimate
TXN-L01481,2024-01-31 20:30:00,37.61,13,6,Healthcare,3,1,6,125.83,-0.2492,0,1,1382,0.4613,CA,US,0,legitimate
TXN-L00777,2024-01-17 04:30:00,42.63,9,5,Education,5,1,2,18.08,-0.9026,0,0,2726,0.392,CA,US,0,legitimate
TXN-L00799,2024-01-17 15:30:00,56.25,15,3,Travel,3,3,3,32.61,1.1886,0,0,1916,0.0738,US,CA,0,legitimate
TXN-L03714,2024-03-18 09:00:00,150.3,10,5,Retail,5,1,8,52.01,1.4719,1,1,2034,0.0825,US,US,0,legitimate
TXN-L03942,2024-03-23 03:00:00,30.05,13,1,Education,1,1,5,37.19,-0.3062,0,0,3413,0.0178,US,US,0,legitimate
TXN-L00054,2024-01-02 03:00:00,153.09,11,5,Utilities,4,3,6,26.26,-2.4492,0,0,2394,0.0464,US,US,0,legitimate
TXN-L02972,2024-03-02 22:00:00,13.9,20,5,Education,6,2,5,39.01,0.5703,0,1,1749,0.1534,AU,UK,0,legitimate
TXN-L03335,2024-03-10 11:30:00,14.27,13,0,Food & Dining,3,1,6,76.45,0.381,0,0,3089,0.3705,UK,US,0,legitimate
TXN-L01920,2024-02-10 00:00:00,7.54,20,5,Utilities,0,4,4,71.62,-0.7003,0,0,1992,0.1824,US,CA,0,legitimate
TXN-L03715,2024-03-18 09:30:00,46.61,9,2,Entertainment,0,0,4,39.3,-1.6925,1,0,1139,0.3637,AU,US,0,legitimate
TXN-L04646,2024-04-06 19:00:00,13.56,12,4,Retail,0,1,3,131.61,1.1611,0,0,1449,0.0008,US,CA,0,legitimate
TXN-L00946,2024-01-20 17:00:00,11.88,12,5,Food & Dining,3,1,8,54.0,-0.8455,0,0,852,0.4746,CA,US,0,legitimate
TXN-L01701,2024-02-05 10:30:00,89.05,8,6,Entertainment,4,1,4,15.26,-0.5094,0,0,2394,0.2293,US,US,0,legitimate
TXN-L03293,2024-03-09 14:30:00,76.56,18,2,Retail,5,1,3,39.98,-0.5867,0,0,2838,0.1787,CA,US,0,legitimate
TXN-L02161,2024-02-15 00:30:00,69.86,15,0,Utilities,5,0,3,87.39,0.5417,0,0,1358,0.5724,US,US,0,legitimate
TXN-L01136,2024-01-24 16:00:00,179.37,14,5,Food & Dining,5,0,7,40.66,0.0374,0,0,1122,0.5327,US,US,0,legitimate
TXN-L00987,2024-01-21 13:30:00,131.28,10,1,Travel,1,1,10,69.39,0.4746,1,0,822,0.0409,UK,US,0,legitimate
TXN-L02549,2024-02-23 02:30:00,440.73,9,0,Education,5,0,5,426.2,0.259,0,0,2112,0.0619,CA,US,0,legitimate
TXN-L00193,2024-01-05 00:30:00,15.71,11,2,Education,0,1,4,201.08,-2.1002,0,0,2979,0.3267,AU,UK,0,legitimate
TXN-L03057,2024-03-04 16:30:00,66.98,20,0,Travel,0,1,10,51.71,0.7367,0,0,2460,0.539,US,US,0,legitimate
TXN-L03246,2024-03-08 15:00:00,84.89,18,3,Travel,1,1,5,34.04,-0.239,0,0,2624,0.2369,US,US,0,legitimate
TXN-L01394,2024-01-30 01:00:00,37.89,21,3,Food & Dining,2,1,8,30.97,0.7866,0,0,3286,0.242,CA,US,0,legitimate
TXN-L02637,2024-02-24 22:30:00,139.95,9,0,Retail,0,2,6,162.65,-0.5928,0,0,2269,0.3511,UK,US,0,legitimate
TXN-L00768,2024-01-17 00:00:00,29.17,8,6,Travel,5,1,8,139.27,1.8255,0,1,2715,0.5006,US,US,0,legitimate
TXN-L04702,2024-04-07 23:00:00,106.3,12,0,Food & Dining,1,1,3,50.46,-2.1378,0,1,1073,0.4104,US,US,0,legitimate
TXN-L03090,2024-03-05 09:00:00,8.86,10,5,Food & Dining,5,2,4,165.82,1.6923,0,0,250,0.2513,US,CA,0,legitimate
TXN-L03495,2024-03-13 19:30:00,378.1,21,4,Travel,6,0,5,168.04,-0.464,0,0,880,0.326,UK,US,0,legitimate
TXN-L03215,2024-03-07 23:30:00,324.34,19,1,Education,0,1,7,120.28,0.4372,1,0,2693,0.5008,US,US,0,legitimate
TXN-L00285,2024-01-06 22:30:00,7.75,21,1,Food & Dining,2,2,2,41.21,0.5726,0,0,3485,0.3132,UK,CA,0,legitimate
TXN-F00188,2024-01-16 16:00:00,6868.23,1,4,Jewelry,9,8,23,101.38,2.964,1,1,36,0.8702,US,PH,1,fraud
TXN-L00428,2024-01-09 22:00:00,157.34,18,4,Entertainment,1,2,4,21.68,-1.1948,0,1,3324,0.0021,AU,US,0,legitimate
TXN-L04448,2024-04-02 16:00:00,88.3,12,6,Education,3,2,6,86.4,0.011,0,1,2825,0.1533,US,CA,0,legitimate
TXN-L02332,2024-02-18 14:00:00,11.97,17,6,Healthcare,5,0,1,18.86,0.0069,0,0,1694,0.2875,US,US,0,legitimate
TXN-L02717,2024-02-26 14:30:00,132.32,20,6,Utilities,5,0,4,27.8,-0.5842,0,0,2407,0.2668,AU,US,0,legitimate
TXN-L02079,2024-02-13 07:30:00,34.81,9,1,Healthcare,3,1,1,54.0,1.1991,0,0,2255,0.0026,US,CA,0,legitimate
TXN-L03389,2024-03-11 14:30:00,62.74,20,6,Healthcare,5,1,4,139.1,-0.9232,0,0,2647,0.2093,US,US,0,legitimate
TXN-L00722,2024-01-16 01:00:00,14.18,18,2,Healthcare,3,2,7,138.42,0.7839,0,0,1507,0.0398,UK,US,0,legitimate
TXN-L00951,2024-01-20 19:30:00,77.64,20,3,Utilities,5,2,7,243.24,-2.2367,0,0,1275,0.484,US,CA,0,legitimate
TXN-L04383,2024-04-01 07:30:00,66.55,21,3,Utilities,1,3,2,166.33,-0.8696,0,0,1534,0.3793,UK,CA,0,legitimate
TXN-L04366,2024-03-31 23:00:00,32.28,18,2,Retail,0,2,5,22.1,0.4617,0,1,2966,0.4522,UK,US,0,legitimate
TXN-L02262,2024-02-17 03:00:00,187.88,13,1,Travel,6,1,9,50.83,1.0651,0,1,2311,0.1405,US,US,0,legitimate
TXN-L00989,2024-01-21 14:30:00,56.09,9,2,Travel,3,0,10,86.45,0.3246,0,0,1665,0.504,US,UK,0,legitimate
TXN-L03212,2024-03-07 22:00:00,289.23,17,1,Food & Dining,3,2,1,16.8,-0.4816,0,1,2480,0.1097,US,US,0,legitimate
TXN-L01759,2024-02-06 15:30:00,203.35,15,6,Utilities,4,2,5,44.55,0.5314,0,0,875,0.155,CA,US,0,legitimate
TXN-L04579,2024-04-05 09:30:00,125.41,19,4,Entertainment,0,0,2,9.45,-0.2679,0,0,3098,0.3064,AU,US,0,legitimate
TXN-L00326,2024-01-07 19:00:00,173.84,21,0,Education,3,2,5,159.81,-0.7779,0,0,2436,0.372,CA,US,0,legitimate
TXN-L02608,2024-02-24 08:00:00,133.9,15,6,Utilities,6,1,5,37.78,0.2336,0,1,777,0.0079,CA,US,0,legitimate
TXN-L01383,2024-01-29 19:30:00,29.79,18,2,Healthcare,1,1,4,92.61,-0.5958,0,0,1522,0.2873,US,CA,0,legitimate
TXN-L01724,2024-02-05 22:00:00,21.43,16,1,Travel,5,0,6,81.91,-0.0383,0,0,2644,0.1746,US,CA,0,legitimate
TXN-L01086,2024-01-23 15:00:00,152.98,15,0,Travel,5,1,4,33.96,-2.0568,1,0,2724,0.3517,US,US,0,legitimate
TXN-L02523,2024-02-22 13:30:00,39.9,8,6,Food & Dining,2,2,5,70.95,-0.2891,1,0,929,0.3753,AU,US,0,legitimate
TXN-L00341,2024-01-08 02:30:00,69.66,8,4,Retail,0,1,4,48.31,0.0131,0,0,2212,0.2463,US,UK,0,legitimate
TXN-L03701,2024-03-18 02:30:00,233.37,10,3,Retail,3,0,2,101.78,0.1142,0,1,875,0.3663,US,US,0,legitimate
TXN-L00147,2024-01-04 01:30:00,14.58,11,4,Education,4,2,6,77.27,0.9053,0,0,1460,0.557,US,CA,0,legitimate
TXN-L00688,2024-01-15 08:00:00,111.16,14,0,Healthcare,3,2,7,24.72,-2.6333,0,0,1256,0.2264,US,CA,0,legitimate
TXN-L03432,2024-03-12 12:00:00,92.04,21,6,Healthcare,1,1,5,54.74,-0.0104,0,0,3192,0.1303,US,CA,0,legitimate
TXN-L01107,2024-01-24 01:30:00,19.04,9,0,Healthcare,6,1,5,47.79,0.5052,0,1,1263,0.1212,US,US,0,legitimate
TXN-L00848,2024-01-18 16:00:00,28.85,11,4,Retail,2,3,2,103.64,-1.0173,0,0,1957,0.3949,CA,UK,0,legitimate
TXN-L00966,2024-01-21 03:00:00,27.76,16,3,Utilities,1,3,3,55.35,0.3215,0,0,1361,0.3636,UK,US,0,legitimate
TXN-L04727,2024-04-08 11:30:00,33.5,17,6,Utilities,2,1,6,65.44,0.0051,0,0,245,0.4863,US,US,0,legitimate
TXN-L01492,2024-02-01 02:00:00,31.05,9,3,Healthcare,1,3,6,89.76,-0.2938,0,0,3405,0.405,CA,US,0,legitimate
TXN-L03953,2024-03-23 08:30:00,96.59,12,3,Education,3,0,11,97.24,-0.7999,0,1,775,0.2279,CA,UK,0,legitimate
TXN-L02203,2024-02-15 21:30:00,14.98,19,6,Food & Dining,6,2,2,74.98,-1.8798,1,0,3006,0.1167,CA,US,0,legitimate
TXN-L02713,2024-02-26 12:30:00,13.47,21,2,Utilities,5,0,9,80.03,0.5665,0,0,3271,0.0997,UK,US,0,legitimate
TXN-L00661,2024-01-14 18:30:00,31.6,19,3,Utilities,5,1,5,60.16,-0.6875,0,0,1790,0.2397,AU,UK,0,legitimate
TXN-L01002,2024-01-21 21:00:00,57.95,20,2,Utilities,3,0,3,55.55,0.7057,0,0,726,0.1009,UK,CA,0,legitimate
TXN-L00062,2024-01-02 07:00:00,18.06,14,6,Travel,5,1,2,29.82,-0.1046,0,1,2022,0.1166,US,US,0,legitimate
TXN-L00284,2024-01-06 22:00:00,460.83,8,5,Education,5,1,2,68.53,0.3224,0,0,266,0.0484,AU,CA,0,legitimate
TXN-L02224,2024-02-16 08:00:00,28.52,10,2,Entertainment,3,2,7,460.21,0.033,0,0,3359,0.3468,US,CA,0,legitimate
TXN-L04706,2024-04-08 01:00:00,222.95,15,3,Retail,1,0,4,62.48,0.4089,0,0,3126,0.5922,UK,CA,0,legitimate
TXN-L01879,2024-02-09 03:30:00,24.39,20,1,Healthcare,1,2,5,61.3,-0.1281,1,0,260,0.058,US,CA,0,legitimate
TXN-L03572,2024-03-15 10:00:00,75.25,14,4,Education,2,2,3,16.9,1.0396,0,1,3363,0.4575,CA,US,0,legitimate
TXN-F00107,2024-01-09 22:00:00,289.77,3,6,Jewelry,8,7,18,38.86,5.1524,1,1,89,0.9441,UK,PH,1,fraud
TXN-L01203,2024-01-26 01:30:00,94.0,14,0,Travel,5,1,8,82.47,1.1072,1,1,1526,0.4827,US,US,0,legitimate
TXN-L01990,2024-02-11 11:00:00,121.56,19,0,Entertainment,6,1,2,14.16,0.9443,0,0,2743,0.3493,US,US,0,legitimate
TXN-L00024,2024-01-01 12:00:00,31.68,17,5,Healthcare,1,3,3,310.71,0.1925,1,0,2785,0.0473,US,US,0,legitimate
TXN-F00102,2024-01-09 12:00:00,33864.72,23,3,Travel,7,11,21,35.93,7.2671,1,1,69,0.8775,US,NG,1,fraud
TXN-L04102,2024-03-26 11:00:00,210.83,9,1,Utilities,0,1,7,22.43,-0.1645,0,0,379,0.3327,UK,US,0,legitimate
TXN-L04167,2024-03-27 19:30:00,42.68,18,3,Education,1,1,6,54.7,1.0988,0,1,383,0.4898,UK,US,0,legitimate
TXN-L00762,2024-01-16 21:00:00,706.33,20,4,Entertainment,6,1,7,40.78,0.0008,0,1,932,0.1189,UK,US,0,legitimate
TXN-L00875,2024-01-19 05:30:00,328.51,9,4,Healthcare,6,5,3,62.22,-0.3946,0,1,562,0.1812,US,US,0,legitimate
TXN-L04742,2024-04-08 19:00:00,54.69,10,4,Utilities,4,3,6,31.76,-0.5936,0,0,1461,0.1618,AU,CA,0,legitimate
TXN-L00938,2024-01-20 13:00:00,69.67,16,0,Retail,5,0,4,26.54,-0.8326,0,0,519,0.0552,CA,US,0,legitimate
TXN-L02687,2024-02-25 23:30:00,11.76,13,6,Education,5,0,5,84.82,-0.4026,0,0,1613,0.1773,US,UK,0,legitimate
TXN-L03600,2024-03-16 00:00:00,23.95,8,3,Retail,0,1,6,30.93,1.5127,0,1,2584,0.262,US,US,0,legitimate
TXN-L02394,2024-02-19 21:00:00,50.23,21,3,Education,2,0,6,54.03,-0.9275,1,1,2753,0.014,US,UK,0,legitimate
TXN-L04567,2024-04-05 03:30:00,15.97,16,3,Healthcare,1,3,5,19.42,0.0464,0,0,1852,0.4965,US,US,0,legitimate
TXN-F00230,2024-01-20 04:00:00,936.38,0,5,Jewelry,7,3,15,1.79,3.103,1,1,85,0.9787,UK,BR,1,fraud
TXN-L04124,2024-03-26 22:00:00,74.27,19,3,Entertainment,1,1,3,36.04,0.3899,0,0,2654,0.0257,US,UK,0,legitimate
TXN-L04564,2024-04-05 02:00:00,120.53,11,2,Entertainment,0,1,6,48.09,-1.9104,0,0,2858,0.346,CA,UK,0,legitimate
TXN-L00385,2024-01-09 00:30:00,63.46,21,3,Entertainment,4,0,7,18.54,0.7381,0,1,1018,0.509,US,US,0,legitimate
TXN-L03877,2024-03-21 18:30:00,69.62,12,5,Retail,0,0,5,42.74,1.3384,0,0,499,0.3265,US,US,0,legitimate
TXN-L04370,2024-04-01 01:00:00,9.56,15,3,Education,3,1,8,41.99,0.8121,0,0,1148,0.0891,US,CA,0,legitimate
TXN-L04569,2024-04-05 04:30:00,55.38,9,3,Entertainment,2,1,8,62.57,0.3358,0,0,870,0.2416,CA,US,0,legitimate
TXN-L00536,2024-01-12 04:00:00,23.09,18,1,Utilities,4,1,9,34.74,0.273,0,0,1602,0.0578,UK,CA,0,legitimate
TXN-L02291,2024-02-17 17:30:00,145.31,20,3,Retail,5,1,3,51.86,0.7363,0,1,1207,0.5308,US,CA,0,legitimate
TXN-L04665,2024-04-07 04:30:00,46.63,15,3,Healthcare,2,2,7,43.32,-0.9724,0,0,2358,0.4641,US,UK,0,legitimate
TXN-L03874,2024-03-21 17:00:00,26.07,20,3,Food & Dining,6,0,5,37.86,1.8033,1,0,195,0.5209,CA,US,0,legitimate
TXN-L00936,2024-01-20 12:00:00,19.66,10,6,Food & Dining,1,1,5,115.53,-0.3287,0,0,2658,0.3793,CA,US,0,legitimate
TXN-L03737,2024-03-18 20:30:00,46.56,8,0,Healthcare,1,1,8,42.42,0.1875,0,0,3119,0.1893,US,UK,0,legitimate
TXN-L04728,2024-04-08 12:00:00,268.45,15,1,Retail,6,1,5,39.25,-1.7206,0,0,889,0.5255,AU,CA,0,legitimate
TXN-L02360,2024-02-19 04:00:00,19.5,17,2,Retail,3,0,5,94.59,-0.6356,0,0,1990,0.1849,AU,US,0,legitimate
TXN-L03507,2024-03-14 01:30:00,51.37,10,2,Entertainment,0,2,4,457.91,-0.2775,0,0,1579,0.3849,US,US,0,legitimate
TXN-L00201,2024-01-05 04:30:00,95.66,10,5,Education,5,0,4,77.14,0.5874,0,0,2441,0.2124,US,UK,0,legitimate
TXN-L03208,2024-03-07 20:00:00,134.34,18,5,Education,2,0,4,9.46,-1.4119,0,0,3110,0.4789,US,US,0,legitimate
TXN-L01332,2024-01-28 18:00:00,44.1,10,5,Entertainment,4,0,8,58.01,-0.5294,0,1,1463,0.1746,AU,CA,0,legitimate
TXN-L03016,2024-03-03 20:00:00,11.95,8,1,Education,1,0,5,63.24,0.6849,0,0,2178,0.2766,CA,US,0,legitimate
TXN-L03502,2024-03-13 23:00:00,57.12,14,5,Retail,5,2,3,43.97,0.155,0,0,2321,0.0042,AU,US,0,legitimate
TXN-L02708,2024-02-26 10:00:00,38.42,11,0,Education,0,4,2,185.44,1.7382,0,0,846,0.1438,CA,UK,0,legitimate
TXN-L04021,2024-03-24 18:30:00,13.15,15,4,Entertainment,5,1,4,11.3,-1.3928,0,0,913,0.5936,US,UK,0,legitimate
TXN-L01854,2024-02-08 15:00:00,148.5,11,3,Travel,2,0,8,45.91,0.6213,0,0,410,0.3772,AU,CA,0,legitimate
TXN-L04469,2024-04-03 02:30:00,80.43,16,0,Healthcare,6,0,9,167.68,0.7298,0,1,3452,0.374,US,US,0,legitimate
TXN-L02872,2024-02-29 20:00:00,6.77,10,1,Healthcare,5,0,9,35.2,-1.5664,0,0,1349,0.2698,AU,US,0,legitimate
TXN-L03030,2024-03-04 03:00:00,4.53,16,5,Entertainment,2,0,1,59.75,-0.4863,1,1,2892,0.4573,AU,UK,0,legitimate
TXN-L01205,2024-01-26 02:30:00,56.86,18,5,Entertainment,1,1,5,11.01,-0.9503,0,1,3208,0.5321,CA,CA,0,legitimate
TXN-L01645,2024-02-04 06:30:00,83.79,18,2,Food & Dining,6,2,6,117.64,-0.2773,0,0,1595,0.5749,UK,UK,0,legitimate
TXN-L03417,2024-03-12 04:30:00,67.21,20,1,Travel,3,0,6,65.67,0.7197,0,0,720,0.3318,US,US,0,legitimate
TXN-L03476,2024-03-13 10:00:00,145.16,13,1,Retail,3,1,6,69.66,0.4982,0,1,2482,0.1565,UK,UK,0,legitimate
TXN-L02861,2024-02-29 14:30:00,88.58,21,2,Retail,0,1,2,16.86,-0.5866,0,1,758,0.2268,US,US,0,legitimate
TXN-L01792,2024-02-07 08:00:00,46.52,21,3,Travel,3,0,7,113.3,-0.5897,0,0,1016,0.5091,US,US,0,legitimate
TXN-L03797,2024-03-20 02:30:00,67.5,20,4,Entertainment,2,0,6,95.29,-1.2839,0,0,2978,0.2486,AU,UK,0,legitimate
TXN-L03368,2024-03-11 04:00:00,81.49,13,1,Entertainment,4,2,3,83.64,-2.2186,0,0,654,0.29,CA,US,0,legitimate
TXN-L03367,2024-03-11 03:30:00,65.22,15,3,Food & Dining,0,1,3,25.19,-0.5559,0,1,961,0.4978,UK,US,0,legitimate
TXN-L03533,2024-03-14 14:30:00,15.81,8,4,Utilities,1,2,4,40.81,-0.585,1,0,293,0.39,US,UK,0,legitimate
TXN-L03449,2024-03-12 20:30:00,36.1,16,2,Healthcare,0,1,3,27.09,-0.4179,0,0,1679,0.4424,US,US,0,legitimate
TXN-L00603,2024-01-13 13:30:00,211.8,20,2,Entertainment,5,1,4,63.43,-0.0431,0,0,2479,0.0859,AU,US,0,legitimate
TXN-L03056,2024-03-04 16:00:00,31.33,8,4,Food & Dining,3,0,5,26.29,1.8484,0,0,2782,0.3385,US,US,0,legitimate
TXN-L04531,2024-04-04 09:30:00,140.5,10,6,Utilities,2,0,4,22.35,-2.259,0,1,2809,0.2204,UK,US,0,legitimate
TXN-L00126,2024-01-03 15:00:00,20.28,8,6,Utilities,0,0,10,103.17,-2.1429,0,0,953,0.0648,CA,US,0,legitimate
TXN-L03876,2024-03-21 18:00:00,141.18,13,1,Retail,5,1,4,151.87,0.8141,0,0,2212,0.1802,AU,US,0,legitimate
TXN-L02935,2024-03-02 03:30:00,238.1,18,1,Utilities,4,3,6,59.26,-0.2091,0,0,3212,0.1987,US,CA,0,legitimate
TXN-L03531,2024-03-14 13:30:00,349.92,12,3,Healthcare,1,1,5,51.13,0.5731,0,0,193,0.3925,CA,UK,0,legitimate
TXN-L02730,2024-02-26 21:00:00,186.96,19,6,Utilities,3,2,4,43.34,0.6612,0,0,2415,0.0201,UK,US,0,legitimate
TXN-L00827,2024-01-18 05:30:00,32.37,12,3,Healthcare,1,2,2,9.23,0.0585,0,0,394,0.4352,UK,US,0,legitimate
TXN-L01639,2024-02-04 03:30:00,18.77,11,1,Utilities,4,0,5,183.54,-0.4579,0,0,2191,0.1096,US,US,0,legitimate
TXN-L00984,2024-01-21 12:00:00,54.4,15,5,Healthcare,5,2,7,30.18,-0.6253,0,0,2197,0.271,AU,CA,0,legitimate
TXN-L03281,2024-03-09 08:30:00,56.26,14,0,Food & Dining,1,4,4,53.81,1.1259,0,1,3306,0.5836,US,US,0,legitimate
TXN-F00221,2024-01-19 10:00:00,330.04,1,0,Travel,8,12,15,16.2,6.1105,1,1,5,0.8834,UK,VN,1,fraud
TXN-L02188,2024-02-15 14:00:00,35.54,17,1,Food & Dining,6,0,2,103.87,-0.1434,0,1,2270,0.1697,US,UK,0,legitimate
TXN-L04612,2024-04-06 02:00:00,230.89,9,0,Education,6,1,7,47.79,0.0974,0,0,3143,0.0684,CA,UK,0,legitimate
TXN-L02443,2024-02-20 21:30:00,108.82,15,5,Healthcare,5,0,6,71.06,-0.9364,0,1,2818,0.3404,US,CA,0,legitimate
TXN-L00362,2024-01-08 13:00:00,48.97,17,1,Travel,0,0,6,58.69,0.1083,0,0,3389,0.2486,US,US,0,legitimate
TXN-L02349,2024-02-18 22:30:00,36.89,16,6,Utilities,1,1,3,56.14,1.775,1,1,3082,0.546,US,US,0,legitimate
TXN-L00345,2024-01-08 04:30:00,68.86,14,1,Education,5,1,6,187.61,-0.6347,1,0,572,0.2224,UK,UK,0,legitimate
TXN-L00814,2024-01-17 23:00:00,153.22,18,4,Healthcare,5,1,6,34.16,-1.0633,0,1,2759,0.0505,CA,US,0,legitimate
TXN-L03205,2024-03-07 18:30:00,27.74,20,2,Healthcare,3,3,5,79.16,0.5468,0,0,2043,0.3333,UK,CA,0,legitimate
TXN-L04160,2024-03-27 16:00:00,55.3,14,5,Travel,6,1,5,62.19,0.2967,0,0,1461,0.5235,US,UK,0,legitimate
TXN-F00045,2024-01-04 18:00:00,232.18,3,0,Travel,9,10,13,5.15,4.854,1,1,3,0.9994,UK,VN,1,fraud
TXN-L03325,2024-03-10 06:30:00,87.81,15,4,Utilities,5,0,4,28.47,0.4739,1,0,3230,0.1,US,US,0,legitimate
TXN-L04106,2024-03-26 13:00:00,40.68,18,0,Entertainment,0,3,8,277.13,-1.0908,0,0,2493,0.0605,AU,US,0,legitimate
TXN-L02116,2024-02-14 02:00:00,43.44,20,1,Travel,2,1,3,28.52,-0.5592,0,0,1101,0.1335,UK,UK,0,legitimate
TXN-L01834,2024-02-08 05:00:00,29.59,17,6,Travel,2,2,7,225.67,1.7118,0,0,288,0.5179,UK,US,0,legitimate
TXN-L00793,2024-01-17 12:30:00,15.23,21,1,Travel,5,0,1,38.28,-0.5567,0,0,2717,0.5341,US,US,0,legitimate
TXN-F00196,2024-01-17 08:00:00,1347.08,23,5,Jewelry,7,4,16,100.74,4.3928,0,1,14,0.868,US,RU,1,fraud
TXN-L02674,2024-02-25 17:00:00,19.91,9,3,Food & Dining,4,2,2,24.22,1.9853,0,0,2485,0.3534,CA,UK,0,legitimate
TXN-L00094,2024-01-02 23:00:00,36.89,8,4,Healthcare,6,0,10,17.37,0.6381,0,1,3274,0.1467,US,US,0,legitimate
TXN-L03756,2024-03-19 06:00:00,60.55,19,1,Healthcare,3,1,6,50.41,-0.1608,0,0,2717,0.1652,US,CA,0,legitimate
TXN-L02891,2024-03-01 05:30:00,6.48,20,3,Food & Dining,2,1,5,33.03,0.1191,0,0,669,0.1105,US,US,0,legitimate
TXN-L02371,2024-02-19 09:30:00,31.55,14,5,Entertainment,3,0,9,9.11,1.1944,0,0,587,0.2695,US,UK,0,legitimate
TXN-L04149,2024-03-27 10:30:00,69.65,13,1,Travel,0,1,4,31.07,0.5795,0,1,1091,0.2058,US,CA,0,legitimate
TXN-L04432,2024-04-02 08:00:00,68.49,12,1,Food & Dining,0,0,4,135.88,0.6476,0,0,2141,0.1055,US,CA,0,legitimate
TXN-L03228,2024-03-08 06:00:00,119.03,18,5,Retail,5,0,6,155.63,-0.2727,0,1,2789,0.0534,US,UK,0,legitimate
TXN-L02853,2024-02-29 10:30:00,68.07,8,1,Food & Dining,3,0,5,46.73,-0.365,0,0,443,0.1528,AU,CA,0,legitimate
TXN-L02912,2024-03-01 16:00:00,26.29,8,4,Utilities,5,1,5,40.9,1.3915,0,0,237,0.0305,US,CA,0,legitimate
TXN-L01865,2024-02-08 20:30:00,10.36,13,4,Entertainment,5,0,6,49.2,2.1119,0,1,1553,0.44,US,CA,0,legitimate
TXN-L01857,2024-02-08 16:30:00,42.52,9,6,Entertainment,2,2,4,39.03,-0.9127,0,0,433,0.104,US,US,0,legitimate
TXN-L02645,2024-02-25 02:30:00,24.91,12,4,Entertainment,5,1,7,14.24,-1.2658,0,1,1940,0.1221,CA,US,0,legitimate
TXN-L02243,2024-02-16 17:30:00,11.42,11,2,Food & Dining,2,3,5,47.55,-1.7923,0,0,1022,0.0986,US,US,0,legitimate
TXN-L02336,2024-02-18 16:00:00,90.08,15,3,Travel,5,0,3,83.68,-0.4591,0,0,330,0.3908,UK,US,0,legitimate
TXN-L00950,2024-01-20 19:00:00,42.9,13,0,Food & Dining,4,0,9,116.25,-0.6233,0,1,213,0.3153,US,US,0,legitimate
TXN-L03068,2024-03-04 22:00:00,68.39,20,1,Food & Dining,1,0,6,82.27,0.2079,0,0,940,0.4665,US,CA,0,legitimate
TXN-L01120,2024-01-24 08:00:00,164.93,17,6,Healthcare,5,1,5,128.97,0.5121,0,0,992,0.3296,US,US,0,legitimate
TXN-L02597,2024-02-24 02:30:00,67.44,11,3,Retail,0,1,5,20.58,-0.1098,0,1,1988,0.136,US,US,0,legitimate
TXN-L02204,2024-02-15 22:00:00,20.98,8,1,Utilities,1,0,6,25.18,-1.0344,0,0,2059,0.1082,US,US,0,legitimate
TXN-L00419,2024-01-09 17:30:00,58.41,10,0,Retail,2,0,5,37.74,-0.5513,0,0,811,0.1694,AU,US,0,legitimate
TXN-L00922,2024-01-20 05:00:00,62.36,8,1,Retail,1,1,4,67.3,-0.6588,1,0,3179,0.0989,US,UK,0,legitimate
TXN-L01254,2024-01-27 03:00:00,186.36,19,1,Retail,3,1,5,131.56,-0.2492,0,0,864,0.5566,UK,CA,0,legitimate
