amount,hour_of_day,day_of_week,merchant_category_encoded,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount,amount_deviation,is_international,is_online,card_age_days,account_balance_ratio,amount_log,velocity_ratio,amount_zscore,is_night,is_weekend,risk_country_pair,label
31.55,14,5,3,0,9,9.11,1.1944,0,0,587,0.2695,3.4827773686545784,0.0,-0.06515489741801744,0,1,0,0
69.65,13,1,0,1,4,31.07,0.5795,0,1,1091,0.2058,4.257738109130536,0.2,-0.051962865593427734,0,0,0,0
68.49,12,1,0,0,4,135.88,0.6476,0,0,2141,0.1055,4.241182857326236,0.0,-0.05236451275659109,0,0,0,0
119.03,18,5,5,0,6,155.63,-0.2727,0,1,2789,0.0534,4.787741711537254,0.0,-0.03486516135462878,0,1,0,0
68.07,8,1,3,0,5,46.73,-0.365,0,0,443,0.1528,4.235120483100881,0.0,-0.05250993672946059,0,0,0,0
26.29,8,4,5,1,5,40.9,1.3915,0,0,237,0.0305,3.306520334720247,0.16666666666666666,-0.06697615955443062,0,0,0,0
10.36,13,4,5,0,6,49.2,2.1119,0,1,1553,0.44,2.4300984132930052,0.0,-0.07249188309683781,0,0,0,0
42.52,9,6,2,2,4,39.03,-0.9127,0,0,433,0.104,3.773220602547687,0.4,-0.06135656174568807,0,1,0,0
24.91,12,4,5,1,7,14.24,-1.2658,0,1,1940,0.1221,3.2546289945740186,0.125,-0.06745398117957324,0,0,0,0
11.42,11,2,2,3,5,47.55,-1.7923,0,0,1022,0.0986,2.519308076505333,0.5,-0.07212486068911958,0,0,0,0
90.08,15,3,5,0,3,83.68,-0.4591,0,0,330,0.3908,4.5117382411955385,0.0,-0.044889028055990265,0,0,0,0
42.9,13,0,4,0,9,116.25,-0.6233,0,1,213,0.3153,3.7819143200811256,0.0,-0.06122498767499663,0,0,0,0
68.39,20,1,1,0,6,82.27,0.2079,0,0,940,0.4665,4.239742764911457,0.0,-0.05239913751203622,0,0,0,0
164.93,17,6,5,1,5,128.97,0.5121,0,0,992,0.3296,5.111566012674697,0.16666666666666666,-0.018972398605319914,0,1,0,0
67.44,11,3,0,1,5,20.58,-0.1098,0,1,1988,0.136,4.225957449023992,0.16666666666666666,-0.05272807268876483,0,0,0,0
20.98,8,1,1,0,6,25.18,-1.0344,0,0,2059,0.1082,3.090132948975475,0.0,-0.06881473406856636,0,0,0,0
58.41,10,0,2,0,5,37.74,-0.5513,0,0,811,0.1694,4.08446256236765,0.0,-0.055854688105458926,0,0,0,0
62.36,8,1,1,1,4,67.3,-0.6588,1,0,3179,0.0989,4.14883274750617,0.2,-0.054487010265376785,0,0,1,0
186.36,19,1,3,1,5,131.56,-0.2492,0,0,864,0.5566,5.233031899849407,0.16666666666666666,-0.01155231351343126,0,0,0,0
74.53,9,6,6,2,5,188.31,-1.3153,0,0,613,0.0163,4.324529928325356,0.3333333333333333,-0.050273177527706006,0,1,0,0
862.35,10,3,4,0,6,19.39,0.6073,0,1,1093,0.2863,6.760820170858439,0.0,0.2225075708200176,0,0,0,0
61.7,14,3,2,1,4,82.78,0.1202,0,0,2267,0.3274,4.138361447638875,0.2,-0.05471553365131457,0,0,0,0
222.15,15,1,2,1,5,45.14,0.4059,0,0,3286,0.1282,5.407844191075279,0.16666666666666666,0.0008398864603762397,0,0,0,0
402.38,0,2,8,8,18,51.97,5.5751,1,1,89,0.9596,5.999879045709,0.42105263157894735,0.06324408319911125,1,0,1,1
98.85,11,1,0,0,2,24.22,-1.6211,0,0,1527,0.1641,4.603669059861824,0.0,-0.041852437003453466,0,0,0,0
17.09,15,0,4,0,8,193.72,-0.0512,0,0,1388,0.3865,2.895359299407204,0.0,-0.07016163705538142,0,0,0,0
32.53,12,4,1,1,4,14.11,-1.8328,0,1,499,0.427,3.512440560478137,0.2,-0.0648155748146553,0,0,0,0
287.57,18,1,0,1,5,7.99,-0.0873,0,0,2913,0.0075,5.664937690832634,0.16666666666666666,0.02349140147257201,0,0,0,0
71.15,13,3,5,2,9,42.99,-1.9049,0,0,2064,0.5587,4.27874728521988,0.2,-0.051443494261750974,0,0,0,0
22.6,15,2,6,0,7,44.62,-1.1057,0,0,1256,0.5062,3.1612467120315646,0.0,-0.06825381303035545,0,0,0,0
3.19,20,4,0,0,7,83.55,-0.409,0,0,3441,0.0232,1.4327007339340463,0.0,-0.07497447806225273,0,0,0,0
309.49,20,0,2,2,4,8.49,-2.6665,0,0,1908,0.3005,5.738151694735743,0.4,0.03108114786614174,0,0,0,0
68.98,20,6,5,1,3,35.61,0.0968,0,0,1723,0.1852,4.248209486939542,0.25,-0.05219485145491001,0,1,0,0
413.36,12,5,3,1,6,54.76,0.9934,0,0,2594,0.0099,6.026735161189901,0.14285714285714285,0.06704588134698515,0,1,0,0
90.0,17,4,2,2,3,24.45,-0.2299,0,0,1232,0.2153,4.51085950651685,0.5,-0.04491672786034635,0,0,0,0
42.64,17,5,5,1,6,66.16,1.5893,0,1,2388,0.2189,3.77597416096487,0.14285714285714285,-0.06131501203915394,0,1,0,0
11.04,8,6,4,1,3,49.86,0.1134,1,0,2363,0.2488,2.488234439880675,0.25,-0.07225643475981103,0,1,0,0
24.22,10,5,1,0,3,43.89,0.2853,0,1,3155,0.1663,3.2276373305367736,0.0,-0.06769289199214455,0,1,0,0
149.48,16,1,6,0,7,256.39,-0.1745,0,1,1046,0.095,5.013830184992774,0.0,-0.02432192332159055,0,0,0,0
29.68,17,3,3,2,4,42.24,1.7331,0,1,1494,0.5198,3.4236109764990554,0.4,-0.06580238034484114,0,0,0,0
9.5,18,6,6,2,7,54.72,-1.1259,0,0,2039,0.387,2.3513752571634776,0.25,-0.07278965599366582,0,1,0,0
32.26,9,6,4,3,4,44.85,1.6638,0,1,1062,0.0205,3.5043554737647815,0.6,-0.06490906165435711,0,1,0,0
27.37,11,0,1,0,5,51.33,-0.7198,0,1,2195,0.1604,3.34533224882076,0.0,-0.06660221219562336,0,0,0,0
60.45,9,5,2,1,7,27.43,2.2368,0,1,3456,0.2827,4.118223836012044,0.125,-0.055148343094378535,0,1,0,0
17.82,19,1,2,1,4,50.77,-0.1617,0,1,2494,0.4183,2.9349201341572337,0.2,-0.06990887634063206,0,0,0,0
1055.3,2,0,9,4,21,66.73,1.7505,1,1,30,0.992,6.962527514829117,0.18181818181818182,0.2893160364513715,1,0,1,1
120.19,10,3,5,1,4,24.37,0.6902,0,0,714,0.3367,4.797359561980396,0.2,-0.03446351419146542,0,0,0,0
40.49,10,6,6,1,7,70.63,0.0348,0,1,2825,0.3957,3.725452434344777,0.125,-0.06205944428122395,0,1,0,0
40.96,11,3,5,1,5,47.61,1.2336,0,0,872,0.371,3.7367167835280966,0.16666666666666666,-0.0618967079306319,0,0,0,0
55.17,9,0,3,0,4,61.16,1.415,0,0,2978,0.2099,4.028382806544341,0.0,-0.05697653018188072,0,0,0,0
18.32,14,3,0,1,3,53.05,0.2728,0,0,2228,0.4493,2.961140828784372,0.25,-0.06973575256340647,0,0,0,0
13.75,11,6,1,4,4,24.42,-1.3704,0,0,2212,0.4828,2.691243082785829,0.8,-0.07131810388724834,0,1,0,0
32.31,13,3,2,0,8,29.32,1.374,0,0,481,0.1792,3.5058576522055884,0.0,-0.06489174927663456,0,0,0,0
172.74,2,1,7,6,26,101.38,1.5189,1,0,75,0.9388,5.157559928831774,0.2222222222222222,-0.016268205205056247,1,0,1,1
42.15,10,6,1,0,3,25.48,-1.4114,0,0,1009,0.0974,3.764682417529437,0.0,-0.06148467334083501,0,1,0,0
24.46,21,5,5,0,2,84.58,-1.7245,0,0,818,0.4081,3.2371085931292605,0.0,-0.06760979257907626,0,1,0,0
19.81,8,6,1,1,6,29.82,1.2231,0,0,1194,0.2618,3.035433640405543,0.14285714285714285,-0.06921984370727423,0,1,0,0
1240.08,1,1,8,9,23,31.6,4.8259,1,1,49,0.9766,7.123737247268704,0.375,0.35329565956285935,1,0,1,1
159.42,16,1,3,1,9,43.62,0.9961,0,1,1829,0.2743,5.077795375938779,0.1,-0.020880222630345887,0,0,0,0
244.06,21,0,1,0,10,84.6,1.3493,0,0,1606,0.214,5.5015030785213,0.0,0.008426170378401453,0,0,0,0
25.35,10,4,6,3,6,44.93,0.58,0,1,963,0.0028,3.2714682749873716,0.42857142857142855,-0.06730163225561472,0,0,0,0
16.54,12,6,4,0,3,34.24,-0.5714,0,0,2797,0.1493,2.864483986944037,0.0,-0.07035207321032957,0,1,0,0
116.13,13,3,1,0,3,81.07,0.8786,0,0,745,0.3518,4.763284429081783,0.0,-0.03586927926253719,0,0,0,0
25.12,16,6,1,1,5,20.08,-1.4311,0,0,1208,0.3174,3.2627013044082305,0.16666666666666666,-0.0673812691931385,0,1,0,0
42.11,21,4,3,0,5,52.07,0.7334,0,1,1887,0.5476,3.763754988759043,0.0,-0.061498523243013054,0,0,0,0
33.69,15,6,6,1,5,58.41,0.2318,0,0,1137,0.3136,3.5464514609816584,0.16666666666666666,-0.06441392765149194,0,1,0,0
66.76,9,2,1,3,2,50.6,-0.1136,0,0,514,0.0159,4.215972050343799,1.0,-0.05296352102579163,0,0,0,0
46.98,10,0,1,1,6,59.46,-0.096,0,1,1676,0.2261,3.8707842574115485,0.14285714285714285,-0.05981229765283584,0,0,0,0
39.37,17,2,1,1,3,271.21,0.8145,0,0,3175,0.4315,3.6980869348648495,0.25,-0.06244724154220927,0,0,0,0
443.16,2,1,7,10,14,42.18,0.5742,1,1,77,0.954,6.096184857878385,0.6666666666666666,0.07736405846963013,1,0,1,1
169.97,18,4,0,0,5,76.02,-1.6668,0,0,3334,0.5909,5.141488102515018,0.0,-0.017227310930886,0,0,0,0
77.59,16,0,5,0,7,49.35,0.6669,0,1,572,0.2135,4.364244464878084,0.0,-0.04921366001108542,0,0,0,0
494.43,3,6,8,8,23,5.47,5.0808,1,0,14,0.9425,6.205426072347306,0.3333333333333333,0.09511617058634178,1,1,1,1
111.71,19,4,3,1,3,77.69,0.1358,0,0,3504,0.5765,4.724818148253987,0.25,-0.037399693453211376,0,0,0,0
38.1,15,1,5,2,3,38.36,-1.1698,0,1,1867,0.4458,3.66612246699132,0.5,-0.06288697593636226,0,0,0,0
84.52,9,0,1,2,4,16.25,-0.6683,0,1,972,0.3173,4.4487502667167895,0.4,-0.04681416445873879,0,0,0,0
60.16,11,6,1,0,4,39.6,-2.0863,0,0,3394,0.0207,4.113493381060861,0.0,-0.05524875488516937,0,1,0,0
172.16,8,3,1,0,4,113.87,2.0109,1,0,3346,0.278,5.15421602257378,0.0,-0.016469028786637932,0,0,0,0
6.47,18,1,4,0,3,101.05,0.4173,0,0,3485,0.1444,2.010894999144726,0.0,-0.07383878608365288,0,0,0,0
127.86,10,3,6,1,4,97.35,0.9872,0,0,971,0.4016,4.858726543710496,0.2,-0.03180779544882492,0,0,0,0
42.65,8,4,1,1,3,78.13,-0.1979,0,0,599,0.3905,3.776203282285611,0.25,-0.06131154956360942,0,0,0,0
21.71,20,4,1,1,5,68.26,0.0797,0,1,1445,0.5802,3.122805356117467,0.16666666666666666,-0.06856197335381699,0,0,0,0
21.61,10,4,0,2,6,58.88,-0.4461,0,0,2880,0.2393,3.1183922862898785,0.2857142857142857,-0.06859659810926211,0,0,0,0
7.77,11,4,0,2,4,105.23,0.0933,0,0,1745,0.4945,2.1713368063840917,0.4,-0.07338866426286636,0,0,0,0
9.31,8,0,4,1,7,12.0,-0.5782,1,0,2853,0.4823,2.333114298028869,0.125,-0.07285544302901155,0,0,1,0
36.84,10,1,4,0,5,35.43,-0.4564,0,0,663,0.1996,3.6333667441836774,0.0,-0.06332324785497075,0,0,0,0
20.18,10,6,4,2,5,130.48,-1.7808,0,0,2388,0.1494,3.0530573401732606,0.3333333333333333,-0.0690917321121273,0,1,0,0
330.47,11,4,6,1,2,42.46,-1.7063,0,0,3238,0.0753,5.803537307793193,0.3333333333333333,0.03834542155852737,0,0,0,0
29.35,20,6,3,0,7,72.99,0.1223,0,1,3208,0.4564,3.4127965175055075,0.0,-0.06591664203781003,0,1,0,0
49.47,14,5,4,0,4,107.97,-0.9607,0,0,853,0.3835,3.921379100352171,0.0,-0.05895014124225242,0,1,0,0
14.06,11,5,0,2,7,190.34,0.5258,1,1,679,0.368,2.7120422223717475,0.25,-0.07121076714536848,0,1,0,0
126.43,21,2,0,0,5,51.24,-1.3921,0,0,1592,0.0389,4.847567194224188,0.0,-0.032302929451690096,0,0,0,0
23.18,20,6,4,0,2,41.22,-1.0755,0,1,1870,0.0361,3.1855258451866466,0.0,-0.06805298944877378,0,1,0,0
34.06,10,1,3,1,2,40.22,1.3974,0,0,2207,0.0846,3.5570608794930885,0.3333333333333333,-0.06428581605634501,0,0,0,0
114.81,11,4,3,2,5,176.37,1.1093,0,0,201,0.2139,4.751950917196286,0.3333333333333333,-0.036326326034412736,0,0,0,0
11.08,8,4,6,0,4,448.93,0.5788,0,1,2418,0.1495,2.4915511925066687,0.0,-0.07224258485763296,0,0,0,0
216.09,13,1,6,1,9,28.87,0.5628,0,0,238,0.2744,5.380312014100664,0.1,-0.0012583737195978732,0,0,0,0
133.67,9,5,0,1,2,43.16,-1.0033,0,0,2131,0.0204,4.9028273414619505,0.3333333333333333,-0.029796097157463605,0,1,0,0
72.91,10,3,6,0,4,15.56,1.3196,0,1,2029,0.5629,4.302848136796795,0.0,-0.05083409856591691,0,0,0,0
8.33,9,1,0,0,0,44.24,-0.3571,0,0,3132,0.4472,2.2332350148592526,0.0,-0.07319476563237369,0,0,0,0
264.57,8,3,3,0,4,42.87,-0.8981,0,1,911,0.4031,5.581878459415514,0.0,0.01552770772019502,0,0,0,0
16.97,12,0,2,1,2,127.35,1.2322,0,1,1474,0.3094,2.8887037007954675,0.3333333333333333,-0.07020318676191556,0,0,0,0
41.57,13,0,1,0,5,35.58,-1.359,0,0,2069,0.5456,3.751149779840061,0.0,-0.06168549692241669,0,0,0,0
250.39,17,2,2,1,7,36.76,0.7439,0,0,1805,0.5889,5.527005518117597,0.125,0.010617917398077376,0,0,0,0
11.67,10,6,3,0,8,51.56,0.2572,0,0,2784,0.4786,2.5392369943330477,0.0,-0.07203829880050679,0,1,0,0
116.46,9,0,5,1,6,54.47,-1.8558,0,0,2833,0.2899,4.766097850094374,0.14285714285714285,-0.0357550175695683,0,0,0,0
43.2,16,2,2,0,6,14.2,-1.139,0,0,1659,0.5602,3.7887247890836524,0.0,-0.06112111340866128,0,0,0,0
66.29,16,4,1,0,1,353.98,-0.3396,1,1,2174,0.5615,4.209011637200227,0.0,-0.05312625737638367,0,0,1,0
5.77,17,0,5,1,3,199.42,-1.7412,0,0,2143,0.4632,1.9125010869241836,0.25,-0.0740811593717687,0,0,0,0
9.59,17,3,5,2,7,37.2,-1.197,0,0,858,0.4713,2.359910159613315,0.25,-0.07275849371376522,0,0,0,0
188.19,16,4,4,1,7,35.2,0.1254,0,0,1171,0.4507,5.242751801098328,0.125,-0.010918680488785618,0,0,0,0
90.47,9,3,5,1,5,25.54,-1.6529,0,0,891,0.5438,4.516011049668273,0.16666666666666666,-0.0447539915097543,0,0,0,0
4.48,13,0,6,5,8,51.66,0.0248,0,0,908,0.2915,1.7011051009599243,0.5555555555555556,-0.07452781871701072,0,0,0,0
28.87,13,5,1,0,6,35.63,-0.2248,1,1,904,0.3618,3.3968546322280186,0.0,-0.0660828408639466,0,1,1,0
48.32,8,3,6,1,4,146.08,-0.2455,0,0,1012,0.2364,3.8983296782961436,0.2,-0.05934832592987127,0,0,0,0
20.01,18,3,0,0,5,49.75,0.6542,0,1,2545,0.2236,3.044998514856909,0.0,-0.069150594196384,0,0,0,0
83.46,13,5,5,1,9,112.88,1.6839,0,0,836,0.4856,4.436278049505797,0.1,-0.04718118686645704,0,1,0,0
50.54,15,1,6,1,5,267.42,-0.1917,0,0,2424,0.1289,3.942358205224219,0.16666666666666666,-0.058579656358989665,0,0,0,0
70.48,15,5,6,1,10,30.78,-0.383,0,1,1064,0.353,4.2694176902912275,0.09090909090909091,-0.05167548012323325,0,1,0,0
21.05,10,3,0,2,2,48.08,0.613,0,0,988,0.4366,3.093312601892855,0.6666666666666666,-0.06879049673975476,0,0,0,0
251.63,23,1,7,9,21,380.13,7.2565,1,1,87,0.9392,5.53192596771001,0.4090909090909091,0.011047264365596833,1,0,1,1
54.29,12,3,4,0,5,22.94,-0.8074,0,0,1375,0.0372,4.012592060349841,0.0,-0.057281228029797765,0,0,0,0
260.71,15,0,3,1,2,59.53,0.5615,1,0,1997,0.1885,5.56723702049883,0.3333333333333333,0.014191192160013485,0,0,1,0
160.78,14,5,3,3,2,118.7,0.0863,0,0,2843,0.1406,5.086237387589806,1.0,-0.020409325956292284,0,1,0,0
219.25,13,1,5,0,6,328.18,0.7045,0,0,3317,0.0787,5.394763264816289,0.0,-0.00016423144753216568,0,0,0,0
37.05,11,3,0,0,4,66.1,-2.0917,0,0,1976,0.5205,3.6389010843076948,0.0,-0.06325053586853599,0,0,0,0
23.18,8,6,3,1,4,37.58,-0.0529,0,0,2165,0.5121,3.1855258451866466,0.2,-0.06805298944877378,0,1,0,0
471.03,9,6,0,0,4,66.43,0.9889,0,0,2909,0.1606,6.1570425428877815,0.0,0.08701397781218431,0,1,0,0
11.91,16,6,4,1,6,14.18,-0.2203,0,0,900,0.3384,2.558002204858551,0.14285714285714285,-0.0719551993874385,0,1,0,0
37.02,13,6,0,3,5,55.45,-0.1176,0,0,858,0.183,3.6381123370602833,0.5,-0.06326092329516952,0,1,0,0
84.33,10,4,3,0,4,54.21,-2.4489,0,1,860,0.0247,4.446526092548494,0.0,-0.04687995149408451,0,0,0,0
114.68,20,2,4,0,6,192.74,-1.3658,0,0,2293,0.3246,4.750827758410455,0.0,-0.03637133821649138,0,0,0,0
128.25,19,5,5,1,4,19.26,-0.5115,0,0,960,0.5924,4.861748513388538,0.2,-0.031672758902588964,0,1,0,0
621.74,2,5,8,7,16,160.18,2.0172,0,1,43,0.8566,6.434129096205253,0.4117647058823529,0.1391969467435207,1,1,0,1
24.88,20,1,1,0,9,43.02,-0.5382,0,1,1103,0.3165,3.2534704696327,0.0,-0.06746436860620678,0,0,0,0
29.08,18,3,0,0,1,65.37,2.3878,0,0,1229,0.077,3.403860499081639,0.0,-0.06601012887751186,0,0,0,0
65.66,16,6,0,3,10,38.46,2.7133,0,1,2432,0.0676,4.199605072879594,0.2727272727272727,-0.05334439333568792,0,1,0,0
89.48,19,0,0,0,6,84.66,-0.1231,0,0,3402,0.297,4.505128831807865,0.0,-0.04509677658866096,0,0,0,0
196.69,21,5,3,1,2,9.01,-0.2453,1,0,1009,0.4826,5.286700147207846,0.3333333333333333,-0.007975576275950642,0,1,1,0
128.18,10,4,6,1,4,27.17,-0.777,0,0,1011,0.2349,4.861206780604327,0.2,-0.03169699623140054,0,0,0,0
35.97,21,4,2,1,7,55.47,0.5163,0,0,1177,0.4167,3.6101067729485403,0.125,-0.06362448322734326,0,0,0,0
57.14,16,1,4,1,3,25.49,0.6035,0,0,1916,0.3973,4.06285389513073,0.25,-0.056294422499611925,0,0,0,0
50.8,14,3,2,0,0,68.14,-1.0448,0,1,745,0.3689,3.9473901492654373,0.0,-0.058489631994832356,0,0,0,0
24.55,10,1,5,0,2,32.94,-0.7016,1,1,2430,0.3797,3.2406373166497136,0.0,-0.06757863029917566,0,0,1,0
131.16,20,4,5,0,8,22.17,1.6321,0,1,2918,0.1317,4.884013309772668,0.0,-0.030665178519136048,0,0,0,0
20.63,11,0,6,1,6,19.88,0.9284,0,0,864,0.3801,3.0740812399649675,0.14285714285714285,-0.06893592071262426,0,0,0,0
488.07,14,2,4,0,5,133.66,-1.5789,0,0,1541,0.0443,6.192505628514245,0.0,0.09291403614003231,0,0,0,0
136.88,15,4,6,2,2,226.38,-0.1939,0,1,3525,0.1577,4.926383741648665,0.6666666666666666,-0.028684642507675336,0,0,0,0
168.02,9,4,5,1,4,99.8,-2.5375,0,0,721,0.547,5.1300170511163365,0.2,-0.017902493662065786,0,0,0,0
77.02,15,0,6,0,8,147.23,-1.7341,0,0,3066,0.3782,4.35696520407851,0.0,-0.04941102111712259,0,0,0,0
72.66,20,5,5,2,4,20.88,-0.5188,0,1,564,0.4844,4.299459911016919,0.4,-0.050920660454529705,0,1,0,0
39.8,11,5,4,0,4,53.08,1.382,0,0,3031,0.498,3.708682081410116,0.0,-0.06229835509379526,0,1,0,0
51.59,20,4,5,0,6,57.12,0.2462,0,0,2477,0.5372,3.962525987601253,0.0,-0.05821609642681593,0,0,0,0
56.11,19,0,4,0,3,215.73,-0.5056,0,0,3451,0.0562,4.044979232676772,0.0,-0.05665105748069662,0,0,0,0
278.24,17,6,6,0,6,60.88,-0.22,0,0,716,0.0342,5.632071627102201,0.0,0.020260911789542566,0,1,0,0
30.57,8,0,2,1,2,45.18,-1.7577,0,0,3569,0.5163,3.4522073025699003,0.3333333333333333,-0.0654942200213796,0,0,0,0
9.15,9,0,5,3,7,31.48,-1.5157,0,0,1238,0.5309,2.3174737054877963,0.375,-0.07291084263772374,0,0,0,0
34.94,14,5,6,0,1,33.73,0.4552,1,0,3368,0.4673,3.581850881355413,0.0,-0.06398111820842797,0,1,0,0
45.28,8,0,4,1,4,98.11,-0.9659,0,0,2906,0.3992,3.834709902325476,0.2,-0.060400918495402835,0,0,0,0
108.87,19,5,5,1,6,50.27,0.1683,0,1,2946,0.5937,4.699297848712789,0.14285714285714285,-0.03838303650785271,0,1,0,0
44.18,20,3,6,2,8,68.25,1.8277,0,1,2307,0.344,3.810654511039857,0.2222222222222222,-0.06078179080529912,0,0,0,0
94.36,10,1,1,0,6,97.64,0.4303,0,1,3020,0.2698,4.55765920331704,0.0,-0.04340708852293924,0,0,0,0
67.2,13,4,5,0,5,36.72,1.274,0,1,1693,0.0212,4.222444564849416,0.0,-0.052811172101833115,0,0,0,0
8.98,20,1,2,1,6,46.07,0.5342,0,0,1931,0.0282,2.300583090323373,0.14285714285714285,-0.07296970472198044,0,0,0,0
138.56,21,4,0,1,2,116.83,-0.9662,0,0,1871,0.5009,4.9384946163185734,0.3333333333333333,-0.02810294661619736,0,0,0,0
15.03,10,6,4,1,6,73.03,0.2207,0,0,442,0.0791,2.7744619666214616,0.14285714285714285,-0.07087490701755084,0,1,0,0
115.27,15,5,1,1,3,119.0,-0.6177,1,1,1364,0.4225,4.755915072680517,0.25,-0.0361670521593652,0,1,0,0
52.79,20,0,0,1,6,54.37,-0.3737,0,0,2986,0.3084,3.985087576285151,0.14285714285714285,-0.057800599361474525,0,0,0,0
555.2,19,5,5,2,7,80.11,0.0503,0,0,2097,0.4027,6.3211279417998645,0.25,0.11615763447033962,0,1,0,0
24.06,12,4,2,0,6,144.75,-3.2665,0,0,2218,0.251,3.221272949467922,0.0,-0.06774829160085674,0,0,0,0
24.26,21,4,5,0,5,44.67,0.5031,0,0,3035,0.2119,3.229222116922345,0.0,-0.0676790420899665,0,0,0,0
74.56,15,5,0,1,6,108.61,-2.0108,1,0,327,0.349,4.324927042633309,0.14285714285714285,-0.05026279010107247,0,1,0,0
73.13,20,4,6,0,5,54.0,0.7805,0,1,961,0.5885,4.305820308668628,0.0,-0.05075792410393765,0,0,0,0
20.38,15,2,2,1,5,8.65,0.4049,0,0,3186,0.2037,3.062455905596899,0.16666666666666666,-0.06902248260123706,0,0,0,0
119.51,16,4,6,2,7,56.04,0.801,0,1,2642,0.0906,4.7917327370393,0.25,-0.034698962528492215,0,0,0,0
81.8,20,5,4,2,5,23.01,-2.1238,0,1,2951,0.1534,4.416428061391214,0.3333333333333333,-0.047755957806845974,0,1,0,0
82.96,11,3,3,2,7,125.2,-1.6574,0,0,1251,0.0628,4.430340494952432,0.25,-0.047354310643682625,0,0,0,0
8.75,11,2,3,3,8,45.54,-0.5287,0,1,1722,0.5966,2.277267285009756,0.3333333333333333,-0.0730493416595042,0,0,0,0
44.93,12,2,6,1,5,51.91,-0.7635,0,1,2640,0.3109,3.8271184983377022,0.16666666666666666,-0.06052210513946074,0,0,0,0
57.25,11,6,5,1,8,29.3,-0.5983,0,0,3250,0.1012,4.06474409244581,0.1111111111111111,-0.05625633526862229,0,1,0,0
25.64,12,6,4,0,9,37.06,-1.0802,0,1,3514,0.0019,3.2824138456721883,0.0,-0.0672012204648239,0,1,0,0
28.5,21,6,2,0,4,34.89,-2.765,0,0,653,0.565,3.3843902633457743,0.0,-0.06621095245909353,0,1,0,0
96.6,10,3,1,1,5,54.19,-1.3754,0,1,3067,0.0639,4.580877493419047,0.16666666666666666,-0.042631494000968606,0,0,0,0
31.31,16,2,3,2,4,146.68,0.1728,0,1,682,0.284,3.475376779836407,0.4,-0.06523799683108573,0,0,0,0
89.23,19,2,0,2,6,196.81,-0.5522,0,0,731,0.267,4.50236196600641,0.2857142857142857,-0.04518333847727375,0,0,0,0
92.44,14,5,0,1,2,105.18,0.3036,0,1,1083,0.1768,4.537319519079917,0.3333333333333333,-0.04407188382748549,0,1,0,0
169.66,8,4,1,0,5,38.94,0.9055,0,1,2243,0.12,5.139673273108439,0.0,-0.017334647672765865,0,0,0,0
6.87,10,6,5,2,4,60.46,-0.9849,0,1,2074,0.2916,2.063058062429312,0.4,-0.07370028706187241,0,1,0,0
35.99,13,0,2,1,6,41.83,-0.0646,0,1,1140,0.5328,3.610647605844363,0.14285714285714285,-0.06361755827625423,0,0,0,0
42.31,21,5,2,1,7,143.36,0.8438,1,1,1196,0.1068,3.7683835552265355,0.125,-0.06142927373212282,0,1,1,0
6.94,9,4,3,2,5,58.04,1.0997,0,0,2640,0.1931,2.0719132752590443,0.3333333333333333,-0.07367604973306083,0,0,0,0
83.43,12,0,5,0,2,29.41,-0.2449,1,1,3579,0.4394,4.435922788681409,0.0,-0.04719157429309056,0,0,1,0
22.68,13,6,1,1,4,81.21,1.3967,0,1,1745,0.4376,3.164630810015805,0.2,-0.06822611322599936,0,1,0,0
61.16,19,1,6,1,1,56.57,-1.2134,0,0,2625,0.1937,4.129711706059392,0.5,-0.0549025073307182,0,0,0,0
35.32,18,3,4,0,3,43.31,1.3319,0,0,2858,0.1657,3.5923685537330927,0.0,-0.06384954413773652,0,0,0,0
2.74,16,3,5,0,9,90.09,1.3155,0,0,2798,0.046,1.3190856114264407,0.0,-0.07513028946175576,0,0,0,0
24.12,16,1,1,2,4,43.93,-1.574,0,0,2980,0.5728,3.223664341599998,0.4,-0.06772751674758967,0,0,0,0
17723.23,23,1,7,17,23,34.36,2.38,0,1,30,0.9268,9.782687908989866,0.7083333333333334,6.0605460367147215,1,0,0,1
30.7,13,4,3,2,7,256.01,0.5097,0,0,713,0.2507,3.456316680883235,0.25,-0.06544920783930096,0,0,0,0
11.35,9,1,3,0,3,22.05,-0.35,0,0,1647,0.0641,2.513656063073986,0.0,-0.07214909801793115,0,0,0,0
10.85,9,3,6,2,9,59.28,-1.4895,0,0,727,0.115,2.47232786758114,0.2,-0.07232222179515674,0,0,0,0
65.53,19,2,6,0,4,85.21,1.7614,0,0,846,0.4016,4.197652973753796,0.0,-0.053389405517766574,0,0,0,0
133.13,10,5,2,4,5,18.22,0.1025,0,0,1306,0.5187,4.898809478913999,0.6666666666666666,-0.029983070836867236,0,1,0,0
36.68,11,3,2,0,5,77.06,-0.8978,0,0,968,0.2564,3.629129449708162,0.0,-0.06337864746368292,0,0,0,0
35.74,20,5,3,0,4,30.97,-1.6216,0,0,2197,0.0138,3.6038660797869797,0.0,-0.06370412016486703,0,1,0,0
57.86,9,1,0,1,3,31.18,0.4732,0,0,3523,0.5648,4.075161742805327,0.25,-0.056045124260407066,0,0,0,0
35.42,14,0,5,1,6,52.56,-0.8895,0,1,2488,0.5687,3.595118074299462,0.14285714285714285,-0.0638149193822914,0,0,0,0
